Latitude,Longitude,Height
32.1222217117117,118.936676019644,0
32.1222397297297,118.936676019644,0
32.1222577477477,118.936676019644,0
32.1222757657658,118.936676019644,0
32.1222937837838,118.936676019644,0
32.1223118018018,118.936676019644,0
32.1223298198198,118.936676019644,0
32.1223478378378,118.936676019644,0
32.1223658558559,118.936676019644,0
32.1223838738739,118.936676019644,0
32.1224018918919,118.936676019644,0
32.1206181081081,118.936697294132,0
32.1206361261261,118.936697294132,0
32.1206541441441,118.936697294132,0
32.1206721621622,118.936697294132,0
32.1206901801802,118.936697294132,0
32.1207081981982,118.936697294132,0
32.1207262162162,118.936697294132,0
32.1207442342342,118.936697294132,0
32.1207622522522,118.936697294132,0
32.1207802702703,118.936697294132,0
32.1207982882883,118.936697294132,0
32.1208163063063,118.936697294132,0
32.1208343243243,118.936697294132,0
32.1208523423423,118.936697294132,0
32.1208703603604,118.936697294132,0
32.1208883783784,118.936697294132,0
32.1209063963964,118.936697294132,0
32.1209244144144,118.936697294132,0
32.1209424324324,118.936697294132,0
32.1209604504504,118.936697294132,0
32.1209784684685,118.936697294132,0
32.1209964864865,118.936697294132,0
32.1210145045045,118.936697294132,0
32.1210325225225,118.936697294132,0
32.1210505405405,118.936697294132,0
32.1210685585586,118.936697294132,0
32.1210865765766,118.936697294132,0
32.1211045945946,118.936697294132,0
32.1211226126126,118.936697294132,0
32.1211406306306,118.936697294132,0
32.1211586486486,118.936697294132,0
32.1211766666667,118.936697294132,0
32.1211946846847,118.936697294132,0
32.1212127027027,118.936697294132,0
32.1212307207207,118.936697294132,0
32.1212487387387,118.936697294132,0
32.1212667567568,118.936697294132,0
32.1212847747748,118.936697294132,0
32.1213027927928,118.936697294132,0
32.1213208108108,118.936697294132,0
32.1213388288288,118.936697294132,0
32.1213568468468,118.936697294132,0
32.1213748648649,118.936697294132,0
32.1213928828829,118.936697294132,0
32.1214109009009,118.936697294132,0
32.1214289189189,118.936697294132,0
32.1214469369369,118.936697294132,0
32.121464954955,118.936697294132,0
32.121482972973,118.936697294132,0
32.121500990991,118.936697294132,0
32.121519009009,118.936697294132,0
32.121537027027,118.936697294132,0
32.121555045045,118.936697294132,0
32.1215730630631,118.936697294132,0
32.1215910810811,118.936697294132,0
32.1216090990991,118.936697294132,0
32.1216271171171,118.936697294132,0
32.1216451351351,118.936697294132,0
32.1216631531532,118.936697294132,0
32.1216811711712,118.936697294132,0
32.1216991891892,118.936697294132,0
32.1217172072072,118.936697294132,0
32.1217352252252,118.936697294132,0
32.1217532432432,118.936697294132,0
32.1217712612613,118.936697294132,0
32.1217892792793,118.936697294132,0
32.1218072972973,118.936697294132,0
32.1218253153153,118.936697294132,0
32.1218433333333,118.936697294132,0
32.1218613513513,118.936697294132,0
32.1218793693694,118.936697294132,0
32.1218973873874,118.936697294132,0
32.1219154054054,118.936697294132,0
32.1219334234234,118.936697294132,0
32.1219514414414,118.936697294132,0
32.1219694594595,118.936697294132,0
32.1219874774775,118.936697294132,0
32.1220054954955,118.936697294132,0
32.1220235135135,118.936697294132,0
32.1220415315315,118.936697294132,0
32.1220595495495,118.936697294132,0
32.1220775675676,118.936697294132,0
32.1220955855856,118.936697294132,0
32.1221136036036,118.936697294132,0
32.1221316216216,118.936697294132,0
32.1221496396396,118.936697294132,0
32.1221676576577,118.936697294132,0
32.1221856756757,118.936697294132,0
32.1222036936937,118.936697294132,0
32.1222217117117,118.936697294132,0
32.1222397297297,118.936697294132,0
32.1222577477477,118.936697294132,0
32.1222757657658,118.936697294132,0
32.1222937837838,118.936697294132,0
32.1223118018018,118.936697294132,0
32.1223298198198,118.936697294132,0
32.1223478378378,118.936697294132,0
32.1223658558559,118.936697294132,0
32.1223838738739,118.936697294132,0
32.1224018918919,118.936697294132,0
32.1206181081081,118.936718568621,0
32.1206361261261,118.936718568621,0
32.1206541441441,118.936718568621,0
32.1206721621622,118.936718568621,0
32.1206901801802,118.936718568621,0
32.1207081981982,118.936718568621,0
32.1207262162162,118.936718568621,0
32.1207442342342,118.936718568621,0
32.1207622522522,118.936718568621,0
32.1207802702703,118.936718568621,0
32.1207982882883,118.936718568621,0
32.1208163063063,118.936718568621,0
32.1208343243243,118.936718568621,0
32.1208523423423,118.936718568621,0
32.1208703603604,118.936718568621,0
32.1208883783784,118.936718568621,0
32.1209063963964,118.936718568621,0
32.1209244144144,118.936718568621,0
32.1209424324324,118.936718568621,0
32.1209604504504,118.936718568621,0
32.1209784684685,118.936718568621,0
32.1209964864865,118.936718568621,0
32.1210145045045,118.936718568621,0
32.1210325225225,118.936718568621,0
32.1210505405405,118.936718568621,0
32.1210685585586,118.936718568621,0
32.1210865765766,118.936718568621,0
32.1211045945946,118.936718568621,0
32.1211226126126,118.936718568621,0
32.1211406306306,118.936718568621,0
32.1211586486486,118.936718568621,0
32.1211766666667,118.936718568621,0
32.1211946846847,118.936718568621,0
32.1212127027027,118.936718568621,0
32.1212307207207,118.936718568621,0
32.1212487387387,118.936718568621,0
32.1212667567568,118.936718568621,0
32.1212847747748,118.936718568621,0
32.1213027927928,118.936718568621,0
32.1213208108108,118.936718568621,0
32.1213388288288,118.936718568621,0
32.1213568468468,118.936718568621,0
32.1213748648649,118.936718568621,0
32.1213928828829,118.936718568621,0
32.1214109009009,118.936718568621,0
32.1214289189189,118.936718568621,0
32.1214469369369,118.936718568621,0
32.121464954955,118.936718568621,0
32.121482972973,118.936718568621,0
32.121500990991,118.936718568621,0
32.121519009009,118.936718568621,0
32.121537027027,118.936718568621,0
32.121555045045,118.936718568621,0
32.1215730630631,118.936718568621,0
32.1215910810811,118.936718568621,0
32.1216090990991,118.936718568621,0
32.1216271171171,118.936718568621,0
32.1216451351351,118.936718568621,0
32.1216631531532,118.936718568621,0
32.1216811711712,118.936718568621,0
32.1216991891892,118.936718568621,0
32.1217172072072,118.936718568621,0
32.1217352252252,118.936718568621,0
32.1217532432432,118.936718568621,0
32.1217712612613,118.936718568621,0
32.1217892792793,118.936718568621,0
32.1218072972973,118.936718568621,0
32.1218253153153,118.936718568621,0
32.1218433333333,118.936718568621,0
32.1218613513513,118.936718568621,0
32.1218793693694,118.936718568621,0
32.1218973873874,118.936718568621,0
32.1219154054054,118.936718568621,0
32.1219334234234,118.936718568621,0
32.1219514414414,118.936718568621,0
32.1219694594595,118.936718568621,0
32.1219874774775,118.936718568621,0
32.1220054954955,118.936718568621,0
32.1220235135135,118.936718568621,0
32.1220415315315,118.936718568621,0
32.1220595495495,118.936718568621,0
32.1220775675676,118.936718568621,0
32.1220955855856,118.936718568621,0
32.1221136036036,118.936718568621,0
32.1221316216216,118.936718568621,0
32.1221496396396,118.936718568621,0
32.1221676576577,118.936718568621,0
32.1221856756757,118.936718568621,0
32.1222036936937,118.936718568621,0
32.1222217117117,118.936718568621,0
32.1222397297297,118.936718568621,0
32.1222577477477,118.936718568621,0
32.1222757657658,118.936718568621,0
32.1222937837838,118.936718568621,0
32.1223118018018,118.936718568621,0
32.1223298198198,118.936718568621,0
32.1223478378378,118.936718568621,0
32.1223658558559,118.936718568621,0
32.1223838738739,118.936718568621,0
32.1224018918919,118.936718568621,0
32.1206181081081,118.936739843109,0
32.1206361261261,118.936739843109,0
32.1206541441441,118.936739843109,0
32.1206721621622,118.936739843109,0
32.1206901801802,118.936739843109,0
32.1207081981982,118.936739843109,0
32.1207262162162,118.936739843109,0
32.1207442342342,118.936739843109,0
32.1207622522522,118.936739843109,0
32.1207802702703,118.936739843109,0
32.1207982882883,118.936739843109,0
32.1208163063063,118.936739843109,0
32.1208343243243,118.936739843109,0
32.1208523423423,118.936739843109,0
32.1208703603604,118.936739843109,0
32.1208883783784,118.936739843109,0
32.1209063963964,118.936739843109,0
32.1209244144144,118.936739843109,0
32.1209424324324,118.936739843109,0
32.1209604504504,118.936739843109,0
32.1209784684685,118.936739843109,0
32.1209964864865,118.936739843109,0
32.1210145045045,118.936739843109,0
32.1210325225225,118.936739843109,0
32.1210505405405,118.936739843109,0
32.1210685585586,118.936739843109,0
32.1210865765766,118.936739843109,0
32.1211045945946,118.936739843109,0
32.1211226126126,118.936739843109,0
32.1211406306306,118.936739843109,0
32.1211586486486,118.936739843109,0
32.1211766666667,118.936739843109,0
32.1211946846847,118.936739843109,0
32.1212127027027,118.936739843109,0
32.1212307207207,118.936739843109,0
32.1212487387387,118.936739843109,0
32.1212667567568,118.936739843109,0
32.1212847747748,118.936739843109,0
32.1213027927928,118.936739843109,0
32.1213208108108,118.936739843109,0
32.1213388288288,118.936739843109,0
32.1213568468468,118.936739843109,0
32.1213748648649,118.936739843109,0
32.1213928828829,118.936739843109,0
32.1214109009009,118.936739843109,0
32.1214289189189,118.936739843109,0
32.1214469369369,118.936739843109,0
32.121464954955,118.936739843109,0
32.121482972973,118.936739843109,0
32.121500990991,118.936739843109,0
32.121519009009,118.936739843109,0
32.121537027027,118.936739843109,0
32.121555045045,118.936739843109,0
32.1215730630631,118.936739843109,0
32.1215910810811,118.936739843109,0
32.1216090990991,118.936739843109,0
32.1216271171171,118.936739843109,0
32.1216451351351,118.936739843109,0
32.1216631531532,118.936739843109,0
32.1216811711712,118.936739843109,0
32.1216991891892,118.936739843109,0
32.1217172072072,118.936739843109,0
32.1217352252252,118.936739843109,0
32.1217532432432,118.936739843109,0
32.1217712612613,118.936739843109,0
32.1217892792793,118.936739843109,0
32.1218072972973,118.936739843109,0
32.1218253153153,118.936739843109,0
32.1218433333333,118.936739843109,0
32.1218613513513,118.936739843109,0
32.1218793693694,118.936739843109,0
32.1218973873874,118.936739843109,0
32.1219154054054,118.936739843109,0
32.1219334234234,118.936739843109,0
32.1219514414414,118.936739843109,0
32.1219694594595,118.936739843109,0
32.1219874774775,118.936739843109,0
32.1220054954955,118.936739843109,0
32.1220235135135,118.936739843109,0
32.1220415315315,118.936739843109,0
32.1220595495495,118.936739843109,0
32.1220775675676,118.936739843109,0
32.1220955855856,118.936739843109,0
32.1221136036036,118.936739843109,0
32.1221316216216,118.936739843109,0
32.1221496396396,118.936739843109,0
32.1221676576577,118.936739843109,0
32.1221856756757,118.936739843109,0
32.1222036936937,118.936739843109,0
32.1222217117117,118.936739843109,0
32.1222397297297,118.936739843109,0
32.1222577477477,118.936739843109,0
32.1222757657658,118.936739843109,0
32.1222937837838,118.936739843109,0
32.1223118018018,118.936739843109,0
32.1223298198198,118.936739843109,0
32.1223478378378,118.936739843109,0
32.1223658558559,118.936739843109,0
32.1223838738739,118.936739843109,0
32.1224018918919,118.936739843109,0
32.1206181081081,118.936761117598,0
32.1206361261261,118.936761117598,0
32.1206541441441,118.936761117598,0
32.1206721621622,118.936761117598,0
32.1206901801802,118.936761117598,0
32.1207081981982,118.936761117598,0
32.1207262162162,118.936761117598,0
32.1207442342342,118.936761117598,0
32.1207622522522,118.936761117598,0
32.1207802702703,118.936761117598,0
32.1207982882883,118.936761117598,0
32.1208163063063,118.936761117598,0
32.1208343243243,118.936761117598,0
32.1208523423423,118.936761117598,0
32.1208703603604,118.936761117598,0
32.1208883783784,118.936761117598,0
32.1209063963964,118.936761117598,0
32.1209244144144,118.936761117598,0
32.1209424324324,118.936761117598,0
32.1209604504504,118.936761117598,0
32.1209784684685,118.936761117598,0
32.1209964864865,118.936761117598,0
32.1210145045045,118.936761117598,0
32.1210325225225,118.936761117598,0
32.1210505405405,118.936761117598,0
32.1210685585586,118.936761117598,0
32.1210865765766,118.936761117598,0
32.1211045945946,118.936761117598,0
32.1211226126126,118.936761117598,0
32.1211406306306,118.936761117598,0
32.1211586486486,118.936761117598,0
32.1211766666667,118.936761117598,0
32.1211946846847,118.936761117598,0
32.1212127027027,118.936761117598,0
32.1212307207207,118.936761117598,0
32.1212487387387,118.936761117598,0
32.1212667567568,118.936761117598,0
32.1212847747748,118.936761117598,0
32.1213027927928,118.936761117598,0
32.1213208108108,118.936761117598,0
32.1213388288288,118.936761117598,0
32.1213568468468,118.936761117598,0
32.1213748648649,118.936761117598,0
32.1213928828829,118.936761117598,0
32.1214109009009,118.936761117598,0
32.1214289189189,118.936761117598,0
32.1214469369369,118.936761117598,0
32.121464954955,118.936761117598,0
32.121482972973,118.936761117598,0
32.121500990991,118.936761117598,0
32.121519009009,118.936761117598,0
32.121537027027,118.936761117598,0
32.121555045045,118.936761117598,0
32.1215730630631,118.936761117598,0
32.1215910810811,118.936761117598,0
32.1216090990991,118.936761117598,0
32.1216271171171,118.936761117598,0
32.1216451351351,118.936761117598,0
32.1216631531532,118.936761117598,0
32.1216811711712,118.936761117598,0
32.1216991891892,118.936761117598,0
32.1217172072072,118.936761117598,0
32.1217352252252,118.936761117598,0
32.1217532432432,118.936761117598,0
32.1217712612613,118.936761117598,0
32.1217892792793,118.936761117598,0
32.1218072972973,118.936761117598,0
32.1218253153153,118.936761117598,0
32.1218433333333,118.936761117598,0
32.1218613513513,118.936761117598,0
32.1218793693694,118.936761117598,0
32.1218973873874,118.936761117598,0
32.1219154054054,118.936761117598,0
32.1219334234234,118.936761117598,0
32.1219514414414,118.936761117598,0
32.1219694594595,118.936761117598,0
32.1219874774775,118.936761117598,0
32.1220054954955,118.936761117598,0
32.1220235135135,118.936761117598,0
32.1220415315315,118.936761117598,0
32.1220595495495,118.936761117598,0
32.1220775675676,118.936761117598,0
32.1220955855856,118.936761117598,0
32.1221136036036,118.936761117598,0
32.1221316216216,118.936761117598,0
32.1221496396396,118.936761117598,0
32.1221676576577,118.936761117598,0
32.1221856756757,118.936761117598,0
32.1222036936937,118.936761117598,0
32.1222217117117,118.936761117598,0
32.1222397297297,118.936761117598,0
32.1222577477477,118.936761117598,0
32.1222757657658,118.936761117598,0
32.1222937837838,118.936761117598,0
32.1223118018018,118.936761117598,0
32.1223298198198,118.936761117598,0
32.1223478378378,118.936761117598,0
32.1223658558559,118.936761117598,0
32.1223838738739,118.936761117598,0
32.1224018918919,118.936761117598,0
32.1206181081081,118.936782392086,0
32.1206361261261,118.936782392086,0
32.1206541441441,118.936782392086,0
32.1206721621622,118.936782392086,0
32.1206901801802,118.936782392086,0
32.1207081981982,118.936782392086,0
32.1207262162162,118.936782392086,0
32.1207442342342,118.936782392086,0
32.1207622522522,118.936782392086,0
32.1207802702703,118.936782392086,0
32.1207982882883,118.936782392086,0
32.1208163063063,118.936782392086,0
32.1208343243243,118.936782392086,0
32.1208523423423,118.936782392086,0
32.1208703603604,118.936782392086,0
32.1208883783784,118.936782392086,0
32.1209063963964,118.936782392086,0
32.1209244144144,118.936782392086,0
32.1209424324324,118.936782392086,0
32.1209604504504,118.936782392086,0
32.1209784684685,118.936782392086,0
32.1209964864865,118.936782392086,0
32.1210145045045,118.936782392086,0
32.1210325225225,118.936782392086,0
32.1210505405405,118.936782392086,0
32.1210685585586,118.936782392086,0
32.1210865765766,118.936782392086,0
32.1211045945946,118.936782392086,0
32.1211226126126,118.936782392086,0
32.1211406306306,118.936782392086,0
32.1211586486486,118.936782392086,0
32.1211766666667,118.936782392086,0
32.1211946846847,118.936782392086,0
32.1212127027027,118.936782392086,0
32.1212307207207,118.936782392086,0
32.1212487387387,118.936782392086,0
32.1212667567568,118.936782392086,0
32.1212847747748,118.936782392086,0
32.1213027927928,118.936782392086,0
32.1213208108108,118.936782392086,0
32.1213388288288,118.936782392086,0
32.1213568468468,118.936782392086,0
32.1213748648649,118.936782392086,0
32.1213928828829,118.936782392086,0
32.1214109009009,118.936782392086,0
32.1214289189189,118.936782392086,0
32.1214469369369,118.936782392086,0
32.121464954955,118.936782392086,0
32.121482972973,118.936782392086,0
32.121500990991,118.936782392086,0
32.121519009009,118.936782392086,0
32.121537027027,118.936782392086,0
32.121555045045,118.936782392086,0
32.1215730630631,118.936782392086,0
32.1215910810811,118.936782392086,0
32.1216090990991,118.936782392086,0
32.1216271171171,118.936782392086,0
32.1216451351351,118.936782392086,0
32.1216631531532,118.936782392086,0
32.1216811711712,118.936782392086,0
32.1216991891892,118.936782392086,0
32.1217172072072,118.936782392086,0
32.1217352252252,118.936782392086,0
32.1217532432432,118.936782392086,0
32.1217712612613,118.936782392086,0
32.1217892792793,118.936782392086,0
32.1218072972973,118.936782392086,0
32.1218253153153,118.936782392086,0
32.1218433333333,118.936782392086,0
32.1218613513513,118.936782392086,0
32.1218793693694,118.936782392086,0
32.1218973873874,118.936782392086,0
32.1219154054054,118.936782392086,0
32.1219334234234,118.936782392086,0
32.1219514414414,118.936782392086,0
32.1219694594595,118.936782392086,0
32.1219874774775,118.936782392086,0
32.1220054954955,118.936782392086,0
32.1220235135135,118.936782392086,0
32.1220415315315,118.936782392086,0
32.1220595495495,118.936782392086,0
32.1220775675676,118.936782392086,0
32.1220955855856,118.936782392086,0
32.1221136036036,118.936782392086,0
32.1221316216216,118.936782392086,0
32.1221496396396,118.936782392086,0
32.1221676576577,118.936782392086,0
32.1221856756757,118.936782392086,0
32.1222036936937,118.936782392086,0
32.1222217117117,118.936782392086,0
32.1222397297297,118.936782392086,0
32.1222577477477,118.936782392086,0
32.1222757657658,118.936782392086,0
32.1222937837838,118.936782392086,0
32.1223118018018,118.936782392086,0
32.1223298198198,118.936782392086,0
32.1223478378378,118.936782392086,0
32.1223658558559,118.936782392086,0
32.1223838738739,118.936782392086,0
32.1224018918919,118.936782392086,0
32.1206181081081,118.936803666575,0
32.1206361261261,118.936803666575,0
32.1206541441441,118.936803666575,0
32.1206721621622,118.936803666575,0
32.1206901801802,118.936803666575,0
32.1207081981982,118.936803666575,0
32.1207262162162,118.936803666575,0
32.1207442342342,118.936803666575,0
32.1207622522522,118.936803666575,0
32.1207802702703,118.936803666575,0
32.1207982882883,118.936803666575,0
32.1208163063063,118.936803666575,0
32.1208343243243,118.936803666575,0
32.1208523423423,118.936803666575,0
32.1208703603604,118.936803666575,0
32.1208883783784,118.936803666575,0
32.1209063963964,118.936803666575,0
32.1209244144144,118.936803666575,0
32.1209424324324,118.936803666575,0
32.1209604504504,118.936803666575,0
32.1209784684685,118.936803666575,0
32.1209964864865,118.936803666575,0
32.1210145045045,118.936803666575,0
32.1210325225225,118.936803666575,0
32.1210505405405,118.936803666575,0
32.1210685585586,118.936803666575,0
32.1210865765766,118.936803666575,0
32.1211045945946,118.936803666575,0
32.1211226126126,118.936803666575,0
32.1211406306306,118.936803666575,0
32.1211586486486,118.936803666575,0
32.1211766666667,118.936803666575,0
32.1211946846847,118.936803666575,0
32.1212127027027,118.936803666575,0
32.1212307207207,118.936803666575,0
32.1212487387387,118.936803666575,0
32.1212667567568,118.936803666575,0
32.1212847747748,118.936803666575,0
32.1213027927928,118.936803666575,0
32.1213208108108,118.936803666575,0
32.1213388288288,118.936803666575,0
32.1213568468468,118.936803666575,0
32.1213748648649,118.936803666575,0
32.1213928828829,118.936803666575,0
32.1214109009009,118.936803666575,0
32.1214289189189,118.936803666575,0
32.1214469369369,118.936803666575,0
32.121464954955,118.936803666575,0
32.121482972973,118.936803666575,0
32.121500990991,118.936803666575,0
32.121519009009,118.936803666575,0
32.121537027027,118.936803666575,0
32.121555045045,118.936803666575,0
32.1215730630631,118.936803666575,0
32.1215910810811,118.936803666575,0
32.1216090990991,118.936803666575,0
32.1216271171171,118.936803666575,0
32.1216451351351,118.936803666575,0
32.1216631531532,118.936803666575,0
32.1216811711712,118.936803666575,0
32.1216991891892,118.936803666575,0
32.1217172072072,118.936803666575,0
32.1217352252252,118.936803666575,0
32.1217532432432,118.936803666575,0
32.1217712612613,118.936803666575,0
32.1217892792793,118.936803666575,0
32.1218072972973,118.936803666575,0
32.1218253153153,118.936803666575,0
32.1218433333333,118.936803666575,0
32.1218613513513,118.936803666575,0
32.1218793693694,118.936803666575,0
32.1218973873874,118.936803666575,0
32.1219154054054,118.936803666575,0
32.1219334234234,118.936803666575,0
32.1219514414414,118.936803666575,0
32.1219694594595,118.936803666575,0
32.1219874774775,118.936803666575,0
32.1220054954955,118.936803666575,0
32.1220235135135,118.936803666575,0
32.1220415315315,118.936803666575,0
32.1220595495495,118.936803666575,0
32.1220775675676,118.936803666575,0
32.1220955855856,118.936803666575,0
32.1221136036036,118.936803666575,0
32.1221316216216,118.936803666575,0
32.1221496396396,118.936803666575,0
32.1221676576577,118.936803666575,0
32.1221856756757,118.936803666575,0
32.1222036936937,118.936803666575,0
32.1222217117117,118.936803666575,0
32.1222397297297,118.936803666575,0
32.1222577477477,118.936803666575,0
32.1222757657658,118.936803666575,0
32.1222937837838,118.936803666575,0
32.1223118018018,118.936803666575,0
32.1223298198198,118.936803666575,0
32.1223478378378,118.936803666575,0
32.1223658558559,118.936803666575,0
32.1223838738739,118.936803666575,0
32.1224018918919,118.936803666575,0
32.1206181081081,118.936824941064,0
32.1206361261261,118.936824941064,0
32.1206541441441,118.936824941064,0
32.1206721621622,118.936824941064,0
32.1206901801802,118.936824941064,0
32.1207081981982,118.936824941064,0
32.1207262162162,118.936824941064,0
32.1207442342342,118.936824941064,0
32.1207622522522,118.936824941064,0
32.1207802702703,118.936824941064,0
32.1207982882883,118.936824941064,0
32.1208163063063,118.936824941064,0
32.1208343243243,118.936824941064,0
32.1208523423423,118.936824941064,0
32.1208703603604,118.936824941064,0
32.1208883783784,118.936824941064,0
32.1209063963964,118.936824941064,0
32.1209244144144,118.936824941064,0
32.1209424324324,118.936824941064,0
32.1209604504504,118.936824941064,0
32.1209784684685,118.936824941064,0
32.1209964864865,118.936824941064,0
32.1210145045045,118.936824941064,0
32.1210325225225,118.936824941064,0
32.1210505405405,118.936824941064,0
32.1210685585586,118.936824941064,0
32.1210865765766,118.936824941064,0
32.1211045945946,118.936824941064,0
32.1211226126126,118.936824941064,0
32.1211406306306,118.936824941064,0
32.1211586486486,118.936824941064,0
32.1211766666667,118.936824941064,0
32.1211946846847,118.936824941064,0
32.1212127027027,118.936824941064,0
32.1212307207207,118.936824941064,0
32.1212487387387,118.936824941064,0
32.1212667567568,118.936824941064,0
32.1212847747748,118.936824941064,0
32.1213027927928,118.936824941064,0
32.1213208108108,118.936824941064,0
32.1213388288288,118.936824941064,0
32.1213568468468,118.936824941064,0
32.1213748648649,118.936824941064,0
32.1213928828829,118.936824941064,0
32.1214109009009,118.936824941064,0
32.1214289189189,118.936824941064,0
32.1214469369369,118.936824941064,0
32.121464954955,118.936824941064,0
32.121482972973,118.936824941064,0
32.121500990991,118.936824941064,0
32.121519009009,118.936824941064,0
32.121537027027,118.936824941064,0
32.121555045045,118.936824941064,0
32.1215730630631,118.936824941064,0
32.1215910810811,118.936824941064,0
32.1216090990991,118.936824941064,0
32.1216271171171,118.936824941064,0
32.1216451351351,118.936824941064,0
32.1216631531532,118.936824941064,0
32.1216811711712,118.936824941064,0
32.1216991891892,118.936824941064,0
32.1217172072072,118.936824941064,0
32.1217352252252,118.936824941064,0
32.1217532432432,118.936824941064,0
32.1217712612613,118.936824941064,0
32.1217892792793,118.936824941064,0
32.1218072972973,118.936824941064,0
32.1218253153153,118.936824941064,0
32.1218433333333,118.936824941064,0
32.1218613513513,118.936824941064,0
32.1218793693694,118.936824941064,0
32.1218973873874,118.936824941064,0
32.1219154054054,118.936824941064,0
32.1219334234234,118.936824941064,0
32.1219514414414,118.936824941064,0
32.1219694594595,118.936824941064,0
32.1219874774775,118.936824941064,0
32.1220054954955,118.936824941064,0
32.1220235135135,118.936824941064,0
32.1220415315315,118.936824941064,0
32.1220595495495,118.936824941064,0
32.1220775675676,118.936824941064,0
32.1220955855856,118.936824941064,0
32.1221136036036,118.936824941064,0
32.1221316216216,118.936824941064,0
32.1221496396396,118.936824941064,0
32.1221676576577,118.936824941064,0
32.1221856756757,118.936824941064,0
32.1222036936937,118.936824941064,0
32.1222217117117,118.936824941064,0
32.1222397297297,118.936824941064,0
32.1222577477477,118.936824941064,0
32.1222757657658,118.936824941064,0
32.1222937837838,118.936824941064,0
32.1223118018018,118.936824941064,0
32.1223298198198,118.936824941064,0
32.1223478378378,118.936824941064,0
32.1223658558559,118.936824941064,0
32.1223838738739,118.936824941064,0
32.1224018918919,118.936824941064,0
32.1206181081081,118.936846215552,0
32.1206361261261,118.936846215552,0
32.1206541441441,118.936846215552,0
32.1206721621622,118.936846215552,0
32.1206901801802,118.936846215552,0
32.1207081981982,118.936846215552,0
32.1207262162162,118.936846215552,0
32.1207442342342,118.936846215552,0
32.1207622522522,118.936846215552,0
32.1207802702703,118.936846215552,0
32.1207982882883,118.936846215552,0
32.1208163063063,118.936846215552,0
32.1208343243243,118.936846215552,0
32.1208523423423,118.936846215552,0
32.1208703603604,118.936846215552,0
32.1208883783784,118.936846215552,0
32.1209063963964,118.936846215552,0
32.1209244144144,118.936846215552,0
32.1209424324324,118.936846215552,0
32.1209604504504,118.936846215552,0
32.1209784684685,118.936846215552,0
32.1209964864865,118.936846215552,0
32.1210145045045,118.936846215552,0
32.1210325225225,118.936846215552,0
32.1210505405405,118.936846215552,0
32.1210685585586,118.936846215552,0
32.1210865765766,118.936846215552,0
32.1211045945946,118.936846215552,0
32.1211226126126,118.936846215552,0
32.1211406306306,118.936846215552,0
32.1211586486486,118.936846215552,0
32.1211766666667,118.936846215552,0
32.1211946846847,118.936846215552,0
32.1212127027027,118.936846215552,0
32.1212307207207,118.936846215552,0
32.1212487387387,118.936846215552,0
32.1212667567568,118.936846215552,0
32.1212847747748,118.936846215552,0
32.1213027927928,118.936846215552,0
32.1213208108108,118.936846215552,0
32.1213388288288,118.936846215552,0
32.1213568468468,118.936846215552,0
32.1213748648649,118.936846215552,0
32.1213928828829,118.936846215552,0
32.1214109009009,118.936846215552,0
32.1214289189189,118.936846215552,0
32.1214469369369,118.936846215552,0
32.121464954955,118.936846215552,0
32.121482972973,118.936846215552,0
32.121500990991,118.936846215552,0
32.121519009009,118.936846215552,0
32.121537027027,118.936846215552,0
32.121555045045,118.936846215552,0
32.1215730630631,118.936846215552,0
32.1215910810811,118.936846215552,0
32.1216090990991,118.936846215552,0
32.1216271171171,118.936846215552,0
32.1216451351351,118.936846215552,0
32.1216631531532,118.936846215552,0
32.1216811711712,118.936846215552,0
32.1216991891892,118.936846215552,0
32.1217172072072,118.936846215552,0
32.1217352252252,118.936846215552,0
32.1217532432432,118.936846215552,0
32.1217712612613,118.936846215552,0
32.1217892792793,118.936846215552,0
32.1218072972973,118.936846215552,0
32.1218253153153,118.936846215552,0
32.1218433333333,118.936846215552,0
32.1218613513513,118.936846215552,0
32.1218793693694,118.936846215552,0
32.1218973873874,118.936846215552,0
32.1219154054054,118.936846215552,0
32.1219334234234,118.936846215552,0
32.1219514414414,118.936846215552,0
32.1219694594595,118.936846215552,0
32.1219874774775,118.936846215552,0
32.1220054954955,118.936846215552,0
32.1220235135135,118.936846215552,0
32.1220415315315,118.936846215552,0
32.1220595495495,118.936846215552,0
32.1220775675676,118.936846215552,0
32.1220955855856,118.936846215552,0
32.1221136036036,118.936846215552,0
32.1221316216216,118.936846215552,0
32.1221496396396,118.936846215552,0
32.1221676576577,118.936846215552,0
32.1221856756757,118.936846215552,0
32.1222036936937,118.936846215552,0
32.1222217117117,118.936846215552,0
32.1222397297297,118.936846215552,0
32.1222577477477,118.936846215552,0
32.1222757657658,118.936846215552,0
32.1222937837838,118.936846215552,0
32.1223118018018,118.936846215552,0
32.1223298198198,118.936846215552,0
32.1223478378378,118.936846215552,0
32.1223658558559,118.936846215552,0
32.1223838738739,118.936846215552,0
32.1224018918919,118.936846215552,0
32.1206181081081,118.936867490041,0
32.1206361261261,118.936867490041,0
32.1206541441441,118.936867490041,0
32.1206721621622,118.936867490041,0
32.1206901801802,118.936867490041,0
32.1207081981982,118.936867490041,0
32.1207262162162,118.936867490041,0
32.1207442342342,118.936867490041,0
32.1207622522522,118.936867490041,0
32.1207802702703,118.936867490041,0
32.1207982882883,118.936867490041,0
32.1208163063063,118.936867490041,0
32.1208343243243,118.936867490041,0
32.1208523423423,118.936867490041,0
